Order_ID;Customer_ID;Product_ID;Order_Date;Qty;Discount;Channel;Campaign
O08974;C0254;P165;2025-03-22;3;0,2;Website;Ramadhan
O08975;C0686;P028;2024-02-04;3;0,08;Tokopedia;None
O08976;C0212;P055;2024-12-07;3;0,06;App;Ramadhan
O08977;C0686;P045;2025-12-30;3;0,1;Website;11.11
O08978;C0976;P097;2024-10-20;4;0,16;Tokopedia;None
O08979;C0918;P077;2024-07-19;3;0,35;Shopee;None
O08980;C0351;P073;2024-05-28;1;0,01;Shopee;11.11
O08981;C0101;P270;2025-09-11;2;0,22;Tokopedia;12.12
O08982;C0482;P273;2024-03-26;2;0,34;Website;11.11
O08983;C0563;P247;2024-07-16;4;0,23;Tokopedia;Ramadhan
O08984;C0862;P223;2024-02-28;5;0,23;Website;11.11
O08985;C0255;P257;2025-08-19;4;0,14;Website;11.11
O08986;C0359;P026;2025-01-04;4;0;Tokopedia;12.12
O08987;C0674;P022;2024-08-14;5;0,08;App;Ramadhan
O08988;C0341;P289;2025-02-21;3;0;Shopee;Ramadhan
O08989;C0896;P287;2024-01-12;2;0,23;App;12.12
O08990;C0482;P023;2025-06-15;5;0,07;Tokopedia;11.11
O08991;C0855;P196;2025-10-28;3;0,05;Shopee;11.11
O08992;C0886;P168;2024-10-21;3;0,06;Shopee;Ramadhan
O08993;C0244;P226;2024-05-24;2;0,21;Shopee;11.11
O08994;C0561;P089;2025-12-17;4;0,11;Website;None
O08995;C0095;P128;2025-09-04;3;0,22;Website;11.11
O08996;C0486;P272;2024-09-23;5;0,01;Tokopedia;Ramadhan
O08997;C0475;P146;2025-12-04;2;0,28;Website;None
O08998;C0540;P142;2025-10-05;3;0,36;Tokopedia;None
O08999;C0566;P263;2024-05-02;4;0,33;App;Ramadhan
O09000;C0429;P099;2025-12-01;5;0,04;App;Ramadhan
O09001;C0749;P023;2025-02-09;2;0,38;Website;None
O09002;C0567;P267;2024-07-22;3;0,26;Shopee;12.12
O09003;C0883;P171;2024-10-01;2;0,36;App;Ramadhan
O09004;C0477;P272;2025-04-01;1;0,22;Tokopedia;None
O09005;C0973;P174;2024-09-27;3;0,15;Website;12.12
O09006;C0379;P228;2024-03-11;4;0,39;App;Ramadhan
O09007;C0790;P222;2024-04-29;4;0,32;Shopee;None
O09008;C0542;P020;2024-10-13;3;0,36;Tokopedia;None
O09009;C0015;P162;2025-06-05;2;0,04;Shopee;11.11
O09010;C0940;P117;2024-08-05;2;0,36;Tokopedia;None
O09011;C0795;P169;2024-09-10;4;0,11;Tokopedia;12.12
O09012;C0638;P154;2025-02-16;3;0;Tokopedia;Ramadhan
O09013;C0010;P120;2025-10-06;1;0,02;Shopee;Ramadhan
O09014;C0458;P137;2024-11-23;1;0,18;App;12.12
O09015;C0470;P180;2024-08-19;2;0,32;Website;Ramadhan
O09016;C0918;P151;2025-03-20;4;0,02;Tokopedia;None
O09017;C0068;P010;2025-01-07;3;0,18;App;None
O09018;C0927;P269;2024-11-05;3;0,08;Shopee;Ramadhan
O09019;C0371;P006;2024-08-09;4;0,3;App;11.11
O09020;C0417;P201;2024-02-29;4;0,3;App;None
O09021;C0999;P182;2024-10-29;4;0,3;Shopee;None
O09022;C0884;P155;2024-11-13;5;0,17;Website;None
O09023;C0607;P083;2024-05-24;1;0,12;Shopee;11.11
O09024;C0928;P224;2025-06-24;2;0,13;Tokopedia;11.11
O09025;C0016;P297;2025-08-15;3;0,38;Tokopedia;Ramadhan
O09026;C0488;P011;2025-02-27;5;0,11;App;11.11
O09027;C0313;P206;2024-01-28;5;0,05;Shopee;11.11
O09028;C0382;P038;2025-12-05;4;0,14;Tokopedia;11.11
O09029;C0223;P257;2025-04-04;5;0,04;Website;11.11
O09030;C0319;P027;2024-11-05;3;0,22;Website;11.11
O09031;C0950;P188;2024-08-30;1;0,15;App;12.12
O09032;C0970;P041;2025-08-23;5;0,05;Tokopedia;Ramadhan
O09033;C0904;P034;2025-04-29;4;0,12;Website;Ramadhan
O09034;C0582;P215;2024-09-03;1;0,05;Tokopedia;11.11
O09035;C0875;P255;2024-11-05;3;0,32;Shopee;Ramadhan
O09036;C0114;P013;2025-02-17;5;0,25;Tokopedia;12.12
O09037;C0675;P105;2024-05-29;3;0,01;Tokopedia;Ramadhan
O09038;C0861;P259;2025-04-02;4;0,37;App;None
O09039;C0981;P171;2025-04-11;1;0,35;Shopee;11.11
O09040;C0292;P121;2024-01-30;5;0,12;Shopee;Ramadhan
O09041;C0555;P183;2024-03-30;2;0,1;Shopee;12.12
O09042;C0957;P201;2025-12-30;5;0,26;Website;None
O09043;C0174;P159;2024-12-01;1;0;Website;11.11
O09044;C0127;P286;2024-12-31;4;0,06;App;12.12
O09045;C0581;P099;2024-03-12;3;0,36;Shopee;11.11
O09046;C0475;P034;2024-02-18;2;0,31;Shopee;None
O09047;C0245;P297;2025-10-13;2;0,15;Website;Ramadhan
O09048;C0150;P049;2024-01-15;2;0,17;Shopee;12.12
O09049;C0061;P040;2024-05-11;3;0,35;Tokopedia;None
O09050;C0715;P161;2024-06-14;1;0,13;Shopee;11.11
O09051;C0312;P038;2025-02-17;1;0,03;Shopee;Ramadhan
O09052;C0628;P078;2025-11-30;1;0,05;App;12.12
O09053;C0602;P198;2024-03-16;1;0,27;Shopee;Ramadhan
O09054;C0789;P024;2024-10-17;4;0,39;Tokopedia;12.12
O09055;C0767;P176;2025-11-15;2;0,19;Website;11.11
O09056;C0411;P147;2025-09-22;5;0,4;Tokopedia;12.12
O09057;C0533;P058;2024-10-19;3;0,31;App;Ramadhan
O09058;C0931;P076;2024-12-12;5;0,18;Website;11.11
O09059;C0665;P035;2025-02-23;5;0,29;Shopee;11.11
O09060;C0801;P121;2025-05-30;5;0,23;App;12.12
O09061;C0910;P255;2024-11-05;4;0,2;Website;12.12
O09062;C0362;P092;2025-05-02;3;0,28;Website;Ramadhan
O09063;C0120;P075;2024-03-07;2;0,34;Website;11.11
O09064;C0696;P070;2025-08-23;3;0,33;Shopee;Ramadhan
O09065;C0532;P023;2024-12-21;1;0,2;Website;12.12
O09066;C0684;P136;2024-09-12;5;0,24;Shopee;None
O09067;C0835;P289;2025-04-02;4;0;App;12.12
O09068;C0615;P039;2025-08-20;2;0,3;Shopee;Ramadhan
O09069;C0842;P018;2024-06-16;3;0,01;Shopee;None
O09070;C0888;P123;2024-05-04;1;0,36;App;Ramadhan
O09071;C0981;P044;2025-05-10;5;0,13;Shopee;Ramadhan
O09072;C0126;P180;2024-05-01;4;0,09;App;12.12
O09073;C0658;P148;2025-11-21;3;0,12;Website;Ramadhan
O09074;C0501;P190;2025-09-24;5;0,27;App;None
O09075;C0204;P083;2025-11-17;2;0,21;Tokopedia;11.11
O09076;C0301;P267;2025-03-15;5;0,08;Tokopedia;Ramadhan
O09077;C0877;P292;2025-09-01;2;0,13;Tokopedia;11.11
O09078;C0960;P137;2025-04-16;2;0,1;Website;12.12
O09079;C0223;P225;2024-12-23;3;0,19;Tokopedia;11.11
O09080;C0363;P011;2024-02-24;3;0,06;Website;11.11
O09081;C0365;P128;2024-03-24;1;0,3;Tokopedia;Ramadhan
O09082;C0476;P073;2025-07-20;1;0,11;App;11.11
O09083;C0626;P278;2025-07-23;3;0,23;Tokopedia;None
O09084;C0596;P254;2024-07-04;1;0;Website;11.11
O09085;C0351;P045;2025-07-06;2;0,14;Website;None
O09086;C0016;P113;2024-05-05;5;0,06;Tokopedia;12.12
O09087;C0686;P147;2025-04-08;4;0,33;Shopee;None
O09088;C0570;P009;2024-05-20;1;0,37;App;12.12
O09089;C0166;P191;2024-07-08;2;0,12;Shopee;11.11
O09090;C0612;P252;2024-11-07;3;0,37;App;11.11
O09091;C0108;P131;2024-01-30;1;0,39;Tokopedia;11.11
O09092;C0239;P201;2024-01-24;1;0,32;Website;11.11
O09093;C0780;P085;2025-01-17;4;0,2;Tokopedia;12.12
O09094;C0879;P154;2025-11-26;1;0,27;App;Ramadhan
O09095;C0401;P136;2024-10-30;5;0,23;App;Ramadhan
O09096;C0946;P029;2025-11-17;3;0,08;Website;12.12
O09097;C0894;P146;2025-01-29;4;0,37;Website;Ramadhan
O09098;C0089;P241;2024-11-01;1;0,24;App;Ramadhan
O09099;C0741;P158;2025-12-21;4;0,21;Website;11.11
O09100;C0906;P054;2025-03-07;1;0,29;App;12.12
O09101;C0618;P207;2025-12-11;3;0,28;Tokopedia;Ramadhan
O09102;C0971;P220;2025-10-25;3;0,14;App;None
O09103;C0470;P218;2024-10-07;2;0,19;Website;12.12
O09104;C0967;P298;2025-05-12;1;0,07;Tokopedia;Ramadhan
O09105;C0790;P082;2025-08-04;5;0,14;Shopee;None
O09106;C0718;P225;2024-10-26;2;0,3;App;11.11
O09107;C0433;P153;2025-05-14;4;0,03;Website;12.12
O09108;C0671;P029;2025-10-31;4;0,33;App;None
O09109;C0206;P292;2024-08-06;3;0,22;Shopee;None
O09110;C0755;P065;2024-02-09;3;0,37;Website;12.12
O09111;C0580;P028;2025-12-10;5;0,25;Website;12.12
O09112;C0749;P142;2025-10-08;2;0,35;Shopee;11.11
O09113;C0471;P297;2024-08-10;5;0,38;Website;None
O09114;C0745;P155;2025-01-06;1;0,28;Website;11.11
O09115;C0993;P183;2024-04-16;4;0,26;Website;11.11
O09116;C0983;P112;2024-06-25;5;0,26;Shopee;Ramadhan
O09117;C0949;P216;2025-01-11;5;0,17;Website;None
O09118;C0408;P149;2025-11-14;2;0,2;Website;None
O09119;C0457;P102;2025-09-27;1;0,39;Tokopedia;12.12
O09120;C0040;P215;2025-04-04;4;0,38;Website;11.11
O09121;C0626;P011;2024-12-08;2;0,38;Tokopedia;12.12
O09122;C0379;P051;2024-10-12;2;0,3;Website;12.12
O09123;C0079;P277;2025-03-25;1;0,28;Shopee;None
O09124;C0228;P119;2024-03-29;4;0,21;App;Ramadhan
O09125;C0866;P112;2025-04-08;1;0,33;App;12.12
O09126;C0379;P042;2024-03-15;3;0,3;Tokopedia;Ramadhan
O09127;C0116;P160;2025-02-24;5;0,25;Tokopedia;12.12
O09128;C0733;P045;2025-09-30;3;0,01;Website;12.12
O09129;C0151;P077;2025-09-03;4;0,3;Tokopedia;None
O09130;C0075;P237;2024-12-26;1;0,14;Tokopedia;12.12
O09131;C0784;P202;2025-02-24;3;0,24;Shopee;12.12
O09132;C0354;P020;2024-01-15;4;0,29;App;11.11
O09133;C0368;P095;2024-04-13;3;0,23;Shopee;11.11
O09134;C0119;P050;2024-02-29;2;0,29;App;Ramadhan
O09135;C0207;P183;2025-02-24;1;0,16;App;11.11
O09136;C0180;P185;2025-11-13;2;0,28;Website;None
O09137;C0769;P207;2025-11-10;1;0,29;Website;11.11
O09138;C0960;P291;2025-12-25;3;0,16;App;None
O09139;C0745;P139;2024-05-29;4;0,06;Website;12.12
O09140;C0444;P263;2024-03-06;2;0,19;Shopee;None
O09141;C0200;P197;2024-07-21;3;0,27;App;Ramadhan
O09142;C0909;P086;2024-09-19;5;0,37;App;Ramadhan
O09143;C0307;P038;2025-09-18;4;0,29;App;None
O09144;C0696;P038;2025-05-18;5;0,19;Tokopedia;None
O09145;C0910;P280;2024-11-21;4;0,18;App;Ramadhan
O09146;C0649;P005;2025-06-09;3;0,08;Shopee;11.11
O09147;C0537;P248;2024-05-25;3;0;Website;Ramadhan
O09148;C0117;P230;2024-06-27;1;0,23;App;11.11
O09149;C0858;P120;2025-10-04;5;0,32;Shopee;None
O09150;C0140;P007;2024-06-29;5;0,29;Shopee;None
O09151;C0778;P095;2025-09-28;1;0,07;Shopee;Ramadhan
O09152;C0256;P106;2024-04-13;5;0,15;Shopee;11.11
O09153;C0590;P091;2025-01-14;5;0,38;Website;Ramadhan
O09154;C0913;P190;2024-04-26;2;0,17;Tokopedia;12.12
O09155;C0020;P239;2024-01-21;2;0,18;Tokopedia;Ramadhan
O09156;C0876;P044;2025-03-18;2;0,15;Tokopedia;Ramadhan
O09157;C0631;P300;2025-10-23;1;0,25;Shopee;None
O09158;C0553;P270;2024-01-17;2;0,09;App;Ramadhan
O09159;C0232;P023;2025-06-06;2;0,18;App;12.12
O09160;C0747;P202;2025-09-22;4;0,07;App;12.12
O09161;C0688;P090;2025-12-27;1;0,12;Tokopedia;12.12
O09162;C0476;P205;2025-02-22;5;0,07;App;11.11
O09163;C0799;P119;2024-04-18;2;0,19;Shopee;11.11
O09164;C0900;P231;2025-07-24;4;0,36;App;12.12
O09165;C0149;P189;2024-06-30;2;0,3;Shopee;12.12
O09166;C0275;P089;2025-12-29;3;0,39;Tokopedia;11.11
O09167;C0907;P195;2025-12-25;2;0,25;Tokopedia;Ramadhan
O09168;C0653;P276;2024-08-22;3;0,03;Website;12.12
O09169;C0691;P050;2025-10-19;3;0,02;Shopee;12.12
O09170;C0091;P051;2025-07-20;2;0,23;Shopee;11.11
O09171;C0028;P026;2024-05-23;3;0,15;Shopee;None
O09172;C0562;P154;2024-08-14;2;0,17;Website;11.11
O09173;C0825;P006;2025-07-31;1;0;App;None
O09174;C0786;P288;2024-04-30;3;0,16;App;12.12
O09175;C0263;P263;2025-06-20;2;0,23;App;Ramadhan
O09176;C0392;P190;2024-07-17;5;0,08;Shopee;11.11
O09177;C0453;P161;2025-03-09;1;0,09;Website;Ramadhan
O09178;C0114;P071;2025-02-03;4;0,26;Tokopedia;None
O09179;C0006;P265;2025-12-22;4;0,21;Tokopedia;12.12
O09180;C0920;P044;2025-08-26;4;0,05;Tokopedia;11.11
O09181;C0893;P009;2024-04-02;4;0,28;Shopee;None
O09182;C0614;P110;2025-09-07;1;0,3;Website;12.12
O09183;C0220;P240;2025-10-07;1;0,05;Website;Ramadhan
O09184;C0302;P086;2024-05-15;2;0,07;Website;12.12
O09185;C0183;P274;2025-03-25;5;0,09;Shopee;12.12
O09186;C0136;P094;2024-03-16;4;0,22;Shopee;11.11
O09187;C0389;P120;2025-01-24;2;0,36;Website;None
O09188;C0087;P292;2025-09-06;2;0,3;App;12.12
O09189;C0424;P276;2025-07-22;4;0,09;Shopee;11.11
O09190;C0554;P101;2024-08-25;5;0,34;Shopee;12.12
O09191;C0142;P037;2025-01-01;3;0,27;App;Ramadhan
O09192;C0753;P187;2025-12-30;4;0,07;App;11.11
O09193;C0555;P178;2025-03-14;1;0,38;App;None
O09194;C0999;P267;2024-02-12;1;0,04;Shopee;12.12
O09195;C0161;P142;2025-10-09;4;0,14;Tokopedia;Ramadhan
O09196;C0767;P284;2024-03-14;5;0,02;Tokopedia;Ramadhan
O09197;C0897;P203;2024-12-17;2;0,1;Tokopedia;11.11
O09198;C0304;P128;2024-08-14;3;0,29;App;None
O09199;C0618;P074;2024-05-21;5;0,26;Tokopedia;Ramadhan
O09200;C0349;P159;2025-09-25;5;0,07;App;None
O09201;C0022;P018;2025-12-04;5;0,38;Tokopedia;11.11
O09202;C0393;P168;2024-03-12;5;0,12;App;12.12
O09203;C0255;P151;2025-11-15;5;0,16;Tokopedia;None
O09204;C0564;P035;2025-08-11;5;0,16;Website;Ramadhan
O09205;C0186;P180;2024-06-07;2;0,06;Shopee;12.12
O09206;C0933;P227;2025-05-13;2;0,34;Website;Ramadhan
O09207;C0597;P146;2024-01-11;5;0,02;Website;12.12
O09208;C0689;P122;2025-11-06;5;0,29;Tokopedia;Ramadhan
O09209;C0782;P264;2025-02-02;4;0,34;Tokopedia;11.11
O09210;C0847;P235;2025-08-29;2;0,31;Shopee;11.11
O09211;C0518;P146;2025-05-10;4;0,35;Shopee;11.11
O09212;C0464;P288;2024-05-05;1;0,03;Shopee;12.12
O09213;C0413;P095;2024-04-08;2;0,22;Tokopedia;11.11
O09214;C0641;P239;2024-07-29;4;0,13;Tokopedia;None
O09215;C0720;P271;2024-04-30;4;0,26;App;11.11
O09216;C0510;P223;2025-05-22;1;0,17;Shopee;12.12
O09217;C0412;P288;2025-04-07;1;0,18;Website;None
O09218;C0030;P157;2025-02-01;1;0,02;Shopee;12.12
O09219;C0040;P028;2024-11-05;2;0,36;Shopee;None
O09220;C0946;P036;2024-04-19;2;0,1;App;11.11
O09221;C0635;P078;2025-12-19;2;0,2;Shopee;Ramadhan
O09222;C0258;P218;2024-09-22;4;0,09;App;12.12
O09223;C0922;P153;2024-07-25;1;0,31;Website;12.12
O09224;C0467;P187;2024-05-05;1;0,24;App;12.12
O09225;C0034;P043;2025-12-26;1;0,33;Shopee;11.11
O09226;C0124;P279;2025-01-05;1;0,35;Website;None
O09227;C0999;P019;2025-10-15;1;0,22;Shopee;12.12
O09228;C0247;P188;2024-10-22;4;0,25;App;None
O09229;C0203;P162;2025-11-08;5;0,4;App;12.12
O09230;C0971;P217;2024-08-14;1;0,05;Tokopedia;Ramadhan
O09231;C0597;P022;2024-05-10;2;0,13;App;12.12
O09232;C0424;P166;2024-10-28;4;0,01;Shopee;12.12
O09233;C0973;P085;2025-01-28;3;0,38;Tokopedia;11.11
O09234;C0232;P136;2025-10-29;3;0,11;Shopee;Ramadhan
O09235;C0267;P267;2025-03-31;3;0,04;Website;Ramadhan
O09236;C0519;P264;2025-12-03;4;0,03;Tokopedia;12.12
O09237;C0328;P232;2024-08-30;2;0,19;Tokopedia;Ramadhan
O09238;C0411;P167;2025-03-09;3;0,26;Shopee;11.11
O09239;C0733;P035;2025-06-14;2;0,33;App;11.11
O09240;C0484;P018;2024-08-30;3;0,14;App;None
O09241;C0047;P295;2024-08-22;5;0,39;Shopee;12.12
O09242;C0923;P027;2024-07-19;5;0,19;App;12.12
O09243;C0838;P130;2024-03-14;1;0,07;Tokopedia;11.11
O09244;C0191;P090;2025-03-24;5;0,06;Tokopedia;None
O09245;C0915;P128;2024-12-07;5;0,34;App;11.11
O09246;C0684;P149;2025-09-29;2;0,07;Website;None
O09247;C0568;P127;2025-08-17;4;0,17;Website;Ramadhan
O09248;C0276;P058;2025-08-20;2;0,3;Website;Ramadhan
O09249;C0196;P228;2025-11-23;4;0,14;Website;11.11
O09250;C0204;P292;2025-12-25;3;0,01;App;None
O09251;C0590;P211;2025-03-01;2;0,21;App;Ramadhan
O09252;C0368;P149;2025-09-05;3;0,24;Shopee;None
O09253;C0928;P244;2024-03-28;5;0,13;Shopee;Ramadhan
O09254;C0010;P148;2024-11-19;5;0,1;Shopee;11.11
O09255;C0972;P116;2024-04-21;4;0,16;Website;12.12
O09256;C0178;P176;2025-09-23;1;0,38;Shopee;12.12
O09257;C0483;P164;2025-08-09;3;0,36;Tokopedia;12.12
O09258;C0257;P220;2025-08-10;5;0,28;Tokopedia;Ramadhan
O09259;C0484;P148;2025-05-11;1;0,34;Tokopedia;Ramadhan
O09260;C0601;P222;2025-12-04;1;0,13;Tokopedia;11.11
O09261;C0595;P286;2025-09-25;1;0,35;App;None
O09262;C0561;P248;2025-10-11;2;0,4;Shopee;Ramadhan
O09263;C0596;P260;2025-12-18;2;0,02;Tokopedia;12.12
O09264;C0617;P054;2025-09-12;3;0,29;Tokopedia;None
O09265;C0730;P177;2025-10-13;5;0,12;Shopee;None
O09266;C0266;P110;2024-09-13;5;0,05;App;None
O09267;C0531;P126;2025-08-20;3;0,04;Shopee;11.11
O09268;C0979;P040;2024-12-31;1;0,34;Tokopedia;None
O09269;C0841;P279;2024-08-18;1;0,4;Shopee;11.11
O09270;C0533;P191;2024-12-17;5;0,37;App;Ramadhan
O09271;C0920;P126;2024-12-29;2;0,25;Website;12.12
O09272;C0802;P287;2024-11-14;2;0;Website;None
O09273;C0352;P279;2025-04-23;2;0,32;Tokopedia;12.12
O09274;C0048;P239;2025-04-05;5;0,36;Website;11.11
O09275;C0782;P280;2025-08-17;3;0,21;Tokopedia;12.12
O09276;C0736;P214;2024-04-29;1;0,35;Tokopedia;None
O09277;C0359;P189;2024-02-22;2;0,35;Website;None
O09278;C0729;P255;2024-08-30;1;0,4;Shopee;12.12
O09279;C0085;P220;2024-10-26;2;0,32;Tokopedia;11.11
O09280;C0041;P246;2025-02-16;5;0,28;App;11.11
O09281;C0290;P286;2025-05-22;4;0,3;App;None
O09282;C0056;P106;2024-02-11;1;0,12;Shopee;12.12
O09283;C0281;P214;2025-10-11;5;0,17;App;None
O09284;C0885;P066;2025-04-16;2;0,01;Tokopedia;None
O09285;C0681;P212;2024-04-21;4;0,25;Website;Ramadhan
O09286;C0359;P065;2025-02-01;2;0,21;App;11.11
O09287;C0552;P200;2024-11-27;2;0,2;Website;12.12
O09288;C0812;P168;2024-10-26;3;0,08;App;12.12
O09289;C0365;P123;2025-07-06;1;0,13;Website;11.11
O09290;C0404;P230;2024-03-09;1;0,27;Tokopedia;None
O09291;C0489;P217;2025-09-10;5;0,19;Tokopedia;11.11
O09292;C0203;P081;2025-10-21;4;0,28;Shopee;None
O09293;C0318;P134;2024-01-04;5;0,27;Website;11.11
O09294;C0658;P245;2024-09-05;2;0,25;Tokopedia;None
O09295;C0133;P241;2025-05-01;3;0,34;Website;11.11
O09296;C0422;P135;2025-09-21;1;0,35;App;None
O09297;C0306;P069;2025-03-04;5;0,17;App;12.12
O09298;C0230;P118;2025-02-23;5;0,14;Website;11.11
O09299;C0658;P098;2024-10-15;4;0,15;App;Ramadhan
O09300;C0350;P043;2025-03-08;3;0,25;Website;11.11
O09301;C0188;P091;2024-11-13;3;0,13;Tokopedia;12.12
O09302;C0134;P030;2025-07-23;1;0,39;Shopee;None
O09303;C0030;P165;2025-06-14;5;0,28;Shopee;None
O09304;C0774;P076;2024-02-20;4;0,04;Shopee;Ramadhan
O09305;C0788;P041;2024-11-28;3;0,17;Website;None
O09306;C0026;P010;2024-09-17;1;0,19;Shopee;Ramadhan
O09307;C0644;P250;2025-09-24;1;0,37;Shopee;11.11
O09308;C0792;P193;2024-05-20;3;0,38;App;12.12
O09309;C0280;P086;2025-10-26;3;0,22;Website;11.11
O09310;C0986;P050;2025-08-16;2;0,04;Website;None
O09311;C0386;P202;2024-12-14;4;0,04;Tokopedia;None
O09312;C0364;P060;2024-07-18;5;0,06;Website;Ramadhan
O09313;C0902;P194;2024-01-14;3;0,29;Shopee;Ramadhan
O09314;C0398;P185;2024-02-07;5;0,05;App;12.12
O09315;C0993;P028;2025-11-10;3;0,02;Tokopedia;11.11
O09316;C0860;P044;2025-02-25;3;0,31;App;11.11
O09317;C0297;P270;2025-01-21;5;0,11;Website;12.12
O09318;C0116;P033;2025-11-30;3;0,11;Shopee;Ramadhan
O09319;C0014;P078;2025-08-04;5;0,02;Shopee;Ramadhan
O09320;C0354;P056;2024-02-19;5;0,29;App;12.12
O09321;C0403;P268;2024-12-21;5;0,34;App;None
O09322;C0553;P211;2024-02-23;3;0,06;Website;12.12
O09323;C0838;P231;2024-09-06;4;0,3;Tokopedia;None
O09324;C0898;P207;2024-12-11;4;0,34;Tokopedia;12.12
O09325;C0855;P130;2025-02-11;2;0,17;Website;Ramadhan
O09326;C0801;P254;2024-03-12;2;0,07;Tokopedia;None
O09327;C0810;P169;2024-03-16;2;0,06;Tokopedia;None
O09328;C0503;P031;2024-10-01;5;0,08;Tokopedia;12.12
O09329;C0711;P276;2025-04-10;5;0,35;App;None
O09330;C0849;P152;2025-05-13;5;0,2;Website;Ramadhan
O09331;C0809;P050;2025-10-22;1;0,35;App;12.12
O09332;C0115;P267;2025-03-12;4;0,23;Tokopedia;12.12
O09333;C0698;P024;2024-06-14;3;0,06;Shopee;12.12
O09334;C0772;P217;2025-07-02;2;0,11;Tokopedia;Ramadhan
O09335;C0431;P170;2024-04-19;1;0,08;Tokopedia;Ramadhan
O09336;C0365;P272;2024-11-01;5;0,31;App;Ramadhan
O09337;C0365;P257;2025-07-25;3;0,12;Website;Ramadhan
O09338;C0872;P083;2025-01-29;1;0,3;Website;None
O09339;C0130;P254;2024-02-11;5;0,3;Tokopedia;11.11
O09340;C0108;P075;2024-05-05;2;0,15;Tokopedia;12.12
O09341;C0610;P089;2024-12-14;3;0,19;Website;Ramadhan
O09342;C0166;P279;2024-07-30;1;0,28;Tokopedia;12.12
O09343;C0392;P185;2024-05-08;2;0,15;Tokopedia;11.11
O09344;C0581;P010;2024-11-13;2;0,04;App;12.12
O09345;C0095;P034;2025-01-09;4;0,38;Tokopedia;12.12
O09346;C0922;P281;2025-12-30;2;0,38;Shopee;11.11
O09347;C0592;P072;2025-05-11;1;0,16;Website;None
O09348;C0170;P236;2024-04-13;3;0,1;Shopee;None
O09349;C0258;P083;2024-06-09;3;0,33;Shopee;12.12
O09350;C0890;P105;2025-02-12;5;0,19;App;None
O09351;C0513;P156;2025-01-18;5;0,27;Website;11.11
O09352;C0422;P196;2024-08-17;4;0,04;Website;11.11
O09353;C0460;P078;2024-04-22;2;0,06;App;11.11
O09354;C0271;P138;2025-09-10;5;0,06;Shopee;12.12
O09355;C0368;P191;2024-06-20;5;0,17;Tokopedia;None
O09356;C0923;P205;2025-11-10;5;0,08;App;Ramadhan
O09357;C0919;P200;2024-08-29;2;0,28;App;Ramadhan
O09358;C0085;P027;2025-03-02;1;0,09;Shopee;Ramadhan
O09359;C0287;P105;2024-12-16;4;0,34;Tokopedia;12.12
O09360;C0990;P035;2024-12-16;4;0,31;Shopee;Ramadhan
O09361;C0850;P260;2024-01-16;3;0,29;Shopee;12.12
O09362;C0750;P264;2024-02-23;5;0,08;Website;11.11
O09363;C0068;P078;2024-11-04;3;0,36;Tokopedia;11.11
O09364;C0287;P194;2024-06-13;4;0,3;Website;12.12
O09365;C0282;P274;2025-04-17;2;0,25;Shopee;Ramadhan
O09366;C0039;P276;2024-10-07;5;0,12;Website;Ramadhan
O09367;C0249;P048;2025-12-12;1;0,33;Shopee;None
O09368;C0241;P070;2025-07-05;4;0,09;Tokopedia;12.12
O09369;C0155;P208;2025-09-30;4;0,1;App;None
O09370;C0325;P291;2024-09-05;2;0,39;Shopee;11.11
O09371;C0596;P156;2025-05-01;3;0,07;Shopee;12.12
O09372;C0674;P208;2025-07-30;2;0,22;Shopee;None
O09373;C0742;P219;2025-09-29;5;0,37;Tokopedia;12.12
O09374;C0821;P018;2024-12-13;5;0,19;Website;11.11
O09375;C0207;P157;2025-01-24;5;0,27;Website;12.12
O09376;C0345;P016;2025-11-23;2;0,22;Shopee;Ramadhan
O09377;C0181;P129;2025-12-30;4;0,09;Website;Ramadhan
O09378;C0330;P030;2024-04-25;5;0;App;None
O09379;C0784;P142;2025-11-04;1;0,22;Tokopedia;11.11
O09380;C0073;P250;2024-02-19;3;0,34;Tokopedia;11.11
O09381;C0853;P025;2025-06-29;5;0,34;Shopee;12.12
O09382;C0312;P281;2025-06-03;3;0,04;Website;None
O09383;C0431;P252;2024-12-14;5;0,32;Shopee;11.11
O09384;C0578;P184;2024-09-05;3;0,06;App;12.12
O09385;C0763;P033;2025-01-22;4;0,36;App;None
O09386;C0464;P260;2025-02-04;5;0,11;App;Ramadhan
O09387;C0107;P227;2025-02-01;4;0,13;App;11.11
O09388;C0312;P005;2024-01-25;1;0,38;Website;Ramadhan
O09389;C0952;P009;2024-05-01;5;0,28;Website;11.11
O09390;C0895;P042;2025-01-03;3;0,35;Tokopedia;None
O09391;C0787;P044;2024-09-04;1;0,32;Website;Ramadhan
O09392;C0141;P076;2025-11-10;1;0,18;App;Ramadhan
O09393;C0871;P031;2025-01-09;5;0,18;App;12.12
O09394;C0847;P076;2024-12-03;4;0,27;Website;Ramadhan
O09395;C0494;P275;2024-07-05;4;0,09;Tokopedia;None
O09396;C0556;P137;2024-11-29;5;0,02;App;Ramadhan
O09397;C0485;P099;2024-01-13;1;0,15;Tokopedia;12.12
O09398;C0232;P279;2025-08-21;1;0,31;Website;Ramadhan
O09399;C0552;P210;2024-09-14;3;0,22;App;Ramadhan
O09400;C0928;P039;2025-11-18;5;0,32;Website;11.11
O09401;C0716;P184;2024-08-26;2;0,19;Tokopedia;11.11
O09402;C0097;P042;2024-03-04;5;0,02;App;None
