Order_ID;Courier;Shipping_Days;Status
O07450;SiCepat;10;Delivered
O07451;AnterAja;4;Delivered
O07452;SiCepat;5;Delivered
O07453;JNE;4;Delivered
O07454;J&T;9;Delivered
O07455;AnterAja;4;Delivered
O07456;AnterAja;7;Delivered
O07457;JNE;2;Delivered
O07458;JNE;4;Delivered
O07459;SiCepat;9;Delivered
O07460;SiCepat;5;Delivered
O07461;AnterAja;9;Delivered
O07462;J&T;3;Cancelled
O07463;J&T;10;Delivered
O07464;AnterAja;5;Delivered
O07465;JNE;7;Delivered
O07466;AnterAja;9;Delivered
O07467;JNE;8;Delivered
O07468;AnterAja;9;Cancelled
O07469;JNE;5;Delivered
O07470;JNE;8;Delivered
O07471;SiCepat;10;Delivered
O07472;JNE;5;Delivered
O07473;JNE;3;Delivered
O07474;JNE;2;Delivered
O07475;AnterAja;5;Delivered
O07476;SiCepat;6;Delivered
O07477;SiCepat;4;Returned
O07478;SiCepat;1;Delivered
O07479;SiCepat;2;Delivered
O07480;AnterAja;3;Delivered
O07481;J&T;10;Delivered
O07482;AnterAja;4;Delivered
O07483;SiCepat;9;Delivered
O07484;JNE;5;Late
O07485;AnterAja;10;Delivered
O07486;JNE;9;Delivered
O07487;J&T;1;Delivered
O07488;SiCepat;2;Delivered
O07489;J&T;2;Delivered
O07490;AnterAja;9;Delivered
O07491;JNE;2;Delivered
O07492;J&T;9;Delivered
O07493;J&T;10;Delivered
O07494;SiCepat;3;Delivered
O07495;AnterAja;4;Late
O07496;SiCepat;6;Delivered
O07497;J&T;6;Late
O07498;AnterAja;5;Delivered
O07499;AnterAja;7;Delivered
O07500;AnterAja;2;Delivered
O07501;AnterAja;10;Delivered
O07502;JNE;9;Delivered
O07503;SiCepat;7;Delivered
O07504;SiCepat;6;Delivered
O07505;SiCepat;4;Delivered
O07506;AnterAja;4;Delivered
O07507;JNE;7;Delivered
O07508;JNE;7;Returned
O07509;AnterAja;10;Delivered
O07510;AnterAja;6;Delivered
O07511;J&T;3;Delivered
O07512;AnterAja;5;Delivered
O07513;AnterAja;8;Delivered
O07514;JNE;3;Delivered
O07515;AnterAja;1;Delivered
O07516;J&T;3;Delivered
O07517;JNE;1;Delivered
O07518;J&T;1;Late
O07519;J&T;7;Late
O07520;J&T;9;Delivered
O07521;SiCepat;10;Delivered
O07522;JNE;2;Cancelled
O07523;AnterAja;4;Delivered
O07524;J&T;1;Delivered
O07525;JNE;10;Delivered
O07526;SiCepat;1;Delivered
O07527;J&T;5;Delivered
O07528;JNE;1;Delivered
O07529;JNE;2;Delivered
O07530;JNE;10;Delivered
O07531;JNE;1;Delivered
O07532;AnterAja;1;Delivered
O07533;AnterAja;1;Delivered
O07534;AnterAja;1;Delivered
O07535;AnterAja;7;Delivered
O07536;AnterAja;3;Delivered
O07537;JNE;10;Delivered
O07538;JNE;7;Delivered
O07539;AnterAja;9;Delivered
O07540;AnterAja;3;Delivered
O07541;JNE;9;Delivered
O07542;AnterAja;4;Delivered
O07543;JNE;8;Delivered
O07544;J&T;1;Returned
O07545;SiCepat;1;Delivered
O07546;JNE;4;Delivered
O07547;AnterAja;2;Delivered
O07548;AnterAja;4;Delivered
O07549;AnterAja;6;Delivered
O07550;J&T;9;Delivered
O07551;SiCepat;1;Delivered
O07552;AnterAja;3;Delivered
O07553;SiCepat;9;Delivered
O07554;JNE;9;Delivered
O07555;J&T;4;Delivered
O07556;J&T;3;Delivered
O07557;J&T;1;Delivered
O07558;JNE;10;Delivered
O07559;SiCepat;8;Delivered
O07560;AnterAja;7;Delivered
O07561;J&T;7;Delivered
O07562;AnterAja;8;Delivered
O07563;AnterAja;6;Delivered
O07564;JNE;8;Delivered
O07565;J&T;8;Delivered
O07566;AnterAja;8;Delivered
O07567;JNE;3;Delivered
O07568;SiCepat;8;Late
O07569;SiCepat;5;Delivered
O07570;AnterAja;5;Delivered
O07571;JNE;8;Delivered
O07572;JNE;6;Delivered
O07573;J&T;7;Delivered
O07574;SiCepat;1;Delivered
O07575;JNE;8;Delivered
O07576;SiCepat;5;Delivered
O07577;SiCepat;3;Delivered
O07578;SiCepat;9;Delivered
O07579;SiCepat;7;Late
O07580;AnterAja;9;Delivered
O07581;J&T;8;Delivered
O07582;J&T;2;Delivered
O07583;JNE;10;Delivered
O07584;AnterAja;6;Delivered
O07585;J&T;10;Delivered
O07586;SiCepat;2;Delivered
O07587;J&T;1;Delivered
O07588;JNE;8;Delivered
O07589;AnterAja;5;Delivered
O07590;J&T;8;Delivered
O07591;J&T;2;Delivered
O07592;AnterAja;3;Delivered
O07593;AnterAja;7;Delivered
O07594;SiCepat;9;Delivered
O07595;AnterAja;1;Delivered
O07596;SiCepat;8;Delivered
O07597;AnterAja;6;Delivered
O07598;SiCepat;6;Delivered
O07599;SiCepat;2;Delivered
O07600;J&T;3;Late
O07601;AnterAja;9;Late
O07602;JNE;5;Delivered
O07603;JNE;10;Delivered
O07604;J&T;10;Delivered
O07605;J&T;6;Delivered
O07606;SiCepat;4;Delivered
O07607;JNE;5;Delivered
O07608;J&T;10;Delivered
O07609;AnterAja;7;Delivered
O07610;AnterAja;10;Delivered
O07611;J&T;8;Returned
O07612;JNE;3;Delivered
O07613;JNE;6;Delivered
O07614;JNE;10;Delivered
O07615;AnterAja;3;Delivered
O07616;AnterAja;10;Delivered
O07617;AnterAja;9;Delivered
O07618;JNE;9;Delivered
O07619;SiCepat;8;Delivered
O07620;AnterAja;5;Delivered
O07621;J&T;6;Delivered
O07622;SiCepat;8;Delivered
O07623;AnterAja;2;Delivered
O07624;SiCepat;5;Delivered
O07625;SiCepat;2;Late
O07626;J&T;9;Late
O07627;JNE;3;Delivered
O07628;J&T;2;Delivered
O07629;J&T;8;Late
O07630;JNE;1;Delivered
O07631;AnterAja;8;Delivered
O07632;J&T;8;Cancelled
O07633;J&T;7;Delivered
O07634;AnterAja;2;Delivered
O07635;JNE;3;Late
O07636;JNE;9;Delivered
O07637;SiCepat;10;Delivered
O07638;JNE;10;Delivered
O07639;J&T;4;Cancelled
O07640;J&T;5;Cancelled
O07641;SiCepat;2;Delivered
O07642;AnterAja;10;Delivered
O07643;JNE;7;Delivered
O07644;SiCepat;6;Delivered
O07645;AnterAja;4;Delivered
O07646;JNE;8;Delivered
O07647;J&T;6;Delivered
O07648;AnterAja;4;Late
O07649;AnterAja;4;Delivered
O07650;JNE;7;Delivered
O07651;AnterAja;3;Late
O07652;JNE;3;Delivered
O07653;JNE;2;Delivered
O07654;J&T;10;Delivered
O07655;J&T;9;Late
O07656;AnterAja;6;Delivered
O07657;AnterAja;4;Delivered
O07658;J&T;5;Delivered
O07659;J&T;2;Delivered
O07660;SiCepat;8;Delivered
O07661;J&T;1;Delivered
O07662;J&T;1;Delivered
O07663;J&T;6;Delivered
O07664;J&T;10;Delivered
O07665;AnterAja;4;Delivered
O07666;SiCepat;7;Late
O07667;JNE;6;Delivered
O07668;J&T;3;Delivered
O07669;SiCepat;5;Late
O07670;AnterAja;5;Delivered
O07671;AnterAja;6;Late
O07672;J&T;3;Delivered
O07673;SiCepat;10;Delivered
O07674;JNE;2;Delivered
O07675;JNE;7;Delivered
O07676;JNE;3;Delivered
O07677;JNE;10;Delivered
O07678;JNE;10;Delivered
O07679;J&T;3;Delivered
O07680;JNE;5;Delivered
O07681;AnterAja;4;Delivered
O07682;JNE;1;Delivered
O07683;AnterAja;7;Delivered
O07684;JNE;5;Delivered
O07685;JNE;9;Delivered
O07686;AnterAja;5;Late
O07687;SiCepat;10;Delivered
O07688;AnterAja;1;Delivered
O07689;J&T;9;Delivered
O07690;SiCepat;1;Delivered
O07691;JNE;3;Delivered
O07692;AnterAja;9;Cancelled
O07693;AnterAja;4;Returned
O07694;J&T;3;Delivered
O07695;J&T;9;Delivered
O07696;JNE;4;Delivered
O07697;AnterAja;1;Delivered
O07698;JNE;1;Delivered
O07699;J&T;5;Delivered
O07700;J&T;8;Delivered
O07701;J&T;5;Delivered
O07702;J&T;4;Delivered
O07703;J&T;5;Cancelled
O07704;JNE;1;Delivered
O07705;AnterAja;9;Delivered
O07706;J&T;5;Delivered
O07707;JNE;7;Delivered
O07708;J&T;7;Delivered
O07709;AnterAja;8;Late
O07710;AnterAja;2;Delivered
O07711;AnterAja;6;Delivered
O07712;JNE;3;Delivered
O07713;JNE;1;Delivered
O07714;SiCepat;9;Delivered
O07715;J&T;10;Delivered
O07716;JNE;3;Delivered
O07717;AnterAja;4;Delivered
O07718;J&T;7;Late
O07719;JNE;3;Delivered
O07720;SiCepat;5;Delivered
O07721;J&T;8;Delivered
O07722;J&T;2;Delivered
O07723;JNE;2;Delivered
O07724;SiCepat;2;Delivered
O07725;JNE;4;Delivered
O07726;JNE;2;Delivered
O07727;AnterAja;3;Late
O07728;SiCepat;10;Delivered
O07729;SiCepat;9;Delivered
O07730;SiCepat;7;Delivered
O07731;SiCepat;7;Delivered
O07732;J&T;5;Delivered
O07733;AnterAja;9;Delivered
O07734;J&T;4;Delivered
O07735;J&T;6;Delivered
O07736;JNE;9;Returned
O07737;SiCepat;4;Delivered
O07738;SiCepat;8;Delivered
O07739;JNE;5;Delivered
O07740;J&T;8;Cancelled
O07741;JNE;4;Delivered
O07742;SiCepat;1;Cancelled
O07743;J&T;7;Delivered
O07744;JNE;3;Delivered
O07745;JNE;2;Delivered
O07746;JNE;7;Cancelled
O07747;J&T;8;Delivered
O07748;SiCepat;10;Delivered
O07749;J&T;6;Delivered
O07750;JNE;10;Delivered
O07751;JNE;2;Late
O07752;J&T;10;Delivered
O07753;SiCepat;6;Delivered
O07754;JNE;4;Delivered
O07755;AnterAja;7;Delivered
O07756;J&T;6;Delivered
O07757;J&T;2;Delivered
O07758;AnterAja;2;Delivered
O07759;SiCepat;5;Returned
O07760;J&T;3;Delivered
O07761;SiCepat;2;Late
O07762;JNE;7;Delivered
O07763;JNE;10;Late
O07764;AnterAja;9;Late
O07765;SiCepat;9;Returned
O07766;JNE;5;Cancelled
O07767;SiCepat;1;Delivered
O07768;J&T;3;Delivered
O07769;J&T;3;Delivered
O07770;JNE;2;Delivered
O07771;JNE;2;Cancelled
O07772;J&T;5;Delivered
O07773;JNE;2;Delivered
O07774;AnterAja;1;Delivered
O07775;SiCepat;3;Late
O07776;AnterAja;4;Delivered
O07777;J&T;1;Late
O07778;JNE;1;Delivered
O07779;J&T;10;Delivered
O07780;SiCepat;6;Cancelled
O07781;SiCepat;6;Delivered
O07782;AnterAja;7;Late
O07783;AnterAja;8;Late
O07784;JNE;5;Cancelled
O07785;J&T;8;Delivered
O07786;JNE;9;Delivered
O07787;JNE;8;Delivered
O07788;JNE;7;Delivered
O07789;AnterAja;3;Late
O07790;AnterAja;9;Delivered
O07791;JNE;7;Delivered
O07792;AnterAja;5;Delivered
O07793;AnterAja;3;Delivered
O07794;SiCepat;6;Delivered
O07795;J&T;5;Delivered
O07796;AnterAja;7;Delivered
O07797;SiCepat;7;Delivered
O07798;JNE;7;Delivered
O07799;AnterAja;9;Delivered
O07800;J&T;10;Returned
O07801;AnterAja;8;Delivered
O07802;J&T;9;Delivered
O07803;AnterAja;4;Delivered
O07804;SiCepat;8;Delivered
O07805;SiCepat;9;Delivered
O07806;SiCepat;5;Delivered
O07807;JNE;1;Delivered
O07808;AnterAja;3;Delivered
O07809;SiCepat;8;Delivered
O07810;J&T;6;Delivered
O07811;J&T;10;Delivered
O07812;AnterAja;3;Delivered
O07813;JNE;5;Delivered
O07814;J&T;5;Delivered
O07815;SiCepat;9;Delivered
O07816;J&T;2;Delivered
O07817;JNE;6;Delivered
O07818;JNE;7;Delivered
O07819;SiCepat;8;Delivered
O07820;JNE;2;Delivered
O07821;J&T;2;Delivered
O07822;SiCepat;5;Delivered
O07823;J&T;3;Delivered
O07824;AnterAja;4;Delivered
O07825;JNE;2;Delivered
O07826;J&T;5;Delivered
O07827;JNE;8;Delivered
O07828;AnterAja;1;Delivered
O07829;J&T;3;Delivered
O07830;AnterAja;6;Delivered
O07831;SiCepat;6;Delivered
O07832;JNE;5;Delivered
O07833;AnterAja;8;Delivered
O07834;JNE;2;Delivered
O07835;J&T;9;Delivered
O07836;JNE;2;Delivered
O07837;AnterAja;1;Delivered
O07838;SiCepat;5;Delivered
O07839;SiCepat;9;Delivered
O07840;JNE;6;Returned
O07841;JNE;4;Delivered
O07842;J&T;4;Delivered
O07843;J&T;3;Delivered
O07844;J&T;6;Delivered
O07845;J&T;7;Delivered
O07846;JNE;1;Returned
O07847;AnterAja;8;Delivered
O07848;J&T;4;Delivered
O07849;J&T;7;Delivered
O07850;J&T;4;Returned
O07851;JNE;8;Delivered
O07852;J&T;6;Delivered
O07853;SiCepat;8;Late
O07854;JNE;8;Late
O07855;J&T;2;Delivered
O07856;AnterAja;4;Returned
O07857;AnterAja;9;Delivered
O07858;SiCepat;7;Delivered
O07859;JNE;9;Delivered
O07860;SiCepat;8;Delivered
O07861;SiCepat;8;Delivered
O07862;SiCepat;9;Delivered
O07863;SiCepat;10;Delivered
O07864;AnterAja;5;Delivered
O07865;JNE;10;Delivered
O07866;SiCepat;2;Delivered
O07867;AnterAja;2;Delivered
O07868;SiCepat;2;Delivered
O07869;AnterAja;8;Delivered
O07870;SiCepat;2;Cancelled
O07871;SiCepat;8;Late
O07872;SiCepat;9;Delivered
O07873;J&T;2;Returned
O07874;SiCepat;7;Delivered
O07875;SiCepat;3;Delivered
O07876;JNE;4;Delivered
O07877;J&T;4;Delivered
O07878;JNE;2;Cancelled
O07879;J&T;3;Returned
O07880;JNE;1;Delivered
O07881;SiCepat;10;Delivered
O07882;JNE;7;Delivered
O07883;JNE;9;Delivered
O07884;J&T;8;Delivered
O07885;JNE;6;Delivered
O07886;JNE;4;Delivered
O07887;JNE;1;Delivered
O07888;J&T;4;Delivered
O07889;AnterAja;1;Late
O07890;J&T;1;Delivered
O07891;AnterAja;2;Delivered
O07892;J&T;2;Delivered
O07893;SiCepat;5;Returned
O07894;JNE;4;Delivered
O07895;JNE;3;Delivered
O07896;JNE;1;Delivered
O07897;SiCepat;8;Delivered
O07898;JNE;4;Delivered
O07899;AnterAja;5;Delivered
O07900;J&T;1;Delivered
O07901;AnterAja;2;Delivered
O07902;J&T;10;Delivered
O07903;SiCepat;6;Delivered
O07904;SiCepat;3;Delivered
O07905;SiCepat;1;Delivered
O07906;AnterAja;1;Delivered
O07907;JNE;3;Delivered
O07908;AnterAja;2;Delivered
O07909;J&T;1;Delivered
O07910;SiCepat;9;Delivered
O07911;JNE;3;Cancelled
O07912;SiCepat;5;Delivered
O07913;SiCepat;9;Delivered
O07914;J&T;6;Delivered
O07915;JNE;6;Delivered
O07916;SiCepat;6;Returned
O07917;SiCepat;2;Delivered
O07918;J&T;3;Delivered
O07919;JNE;7;Cancelled
O07920;J&T;7;Delivered
O07921;AnterAja;6;Delivered
O07922;AnterAja;8;Delivered
O07923;JNE;5;Delivered
O07924;SiCepat;4;Delivered
O07925;JNE;5;Delivered
O07926;SiCepat;3;Delivered
O07927;SiCepat;9;Delivered
O07928;SiCepat;8;Late
O07929;SiCepat;10;Delivered
O07930;JNE;5;Delivered
O07931;J&T;8;Delivered
O07932;SiCepat;5;Delivered
O07933;JNE;2;Delivered
O07934;JNE;6;Delivered
O07935;AnterAja;6;Delivered
O07936;JNE;5;Delivered
O07937;SiCepat;2;Late
O07938;SiCepat;2;Delivered
O07939;SiCepat;10;Delivered
O07940;SiCepat;8;Delivered
O07941;SiCepat;7;Delivered
O07942;J&T;9;Cancelled
O07943;SiCepat;4;Delivered
O07944;JNE;9;Delivered
O07945;AnterAja;7;Delivered
O07946;J&T;9;Delivered
O07947;AnterAja;8;Delivered
O07948;JNE;6;Delivered
O07949;JNE;7;Delivered
O07950;SiCepat;4;Delivered
O07951;SiCepat;4;Delivered
O07952;SiCepat;4;Delivered
O07953;AnterAja;4;Delivered
O07954;SiCepat;10;Cancelled
O07955;SiCepat;6;Delivered
O07956;AnterAja;10;Delivered
O07957;SiCepat;10;Delivered
O07958;SiCepat;10;Late
O07959;AnterAja;4;Delivered
O07960;JNE;1;Delivered
O07961;JNE;9;Delivered
O07962;AnterAja;4;Delivered
O07963;AnterAja;5;Delivered
O07964;JNE;9;Delivered
O07965;J&T;5;Delivered
O07966;J&T;7;Returned
O07967;JNE;1;Delivered
O07968;JNE;5;Delivered
O07969;JNE;2;Delivered
O07970;J&T;3;Delivered
O07971;SiCepat;2;Delivered
O07972;J&T;1;Delivered
O07973;AnterAja;2;Delivered
O07974;J&T;3;Delivered
O07975;JNE;2;Delivered
O07976;JNE;1;Delivered
O07977;SiCepat;9;Delivered
O07978;JNE;4;Delivered
O07979;SiCepat;2;Delivered
O07980;AnterAja;10;Delivered
O07981;SiCepat;2;Delivered
O07982;J&T;7;Delivered
O07983;JNE;5;Delivered
O07984;AnterAja;6;Delivered
O07985;SiCepat;3;Delivered
O07986;AnterAja;6;Delivered
O07987;AnterAja;3;Late
O07988;SiCepat;4;Delivered
O07989;AnterAja;9;Delivered
O07990;J&T;7;Delivered
O07991;AnterAja;8;Delivered
O07992;JNE;3;Late
O07993;J&T;3;Delivered
O07994;AnterAja;2;Delivered
O07995;AnterAja;1;Delivered
O07996;JNE;4;Delivered
O07997;J&T;2;Delivered
O07998;SiCepat;3;Delivered
O07999;JNE;1;Late
O08000;JNE;8;Delivered
O08001;JNE;4;Late
O08002;SiCepat;10;Delivered
O08003;SiCepat;10;Delivered
O08004;SiCepat;2;Delivered
O08005;JNE;5;Delivered
O08006;J&T;7;Delivered
O08007;AnterAja;5;Delivered
O08008;JNE;10;Delivered
O08009;JNE;8;Delivered
O08010;SiCepat;4;Delivered
O08011;J&T;3;Delivered
O08012;SiCepat;3;Delivered
O08013;AnterAja;6;Delivered
O08014;JNE;8;Delivered
O08015;JNE;4;Returned
O08016;SiCepat;9;Delivered
O08017;AnterAja;4;Delivered
O08018;J&T;4;Delivered
O08019;J&T;7;Delivered
O08020;JNE;8;Delivered
O08021;JNE;9;Delivered
O08022;JNE;10;Delivered
O08023;JNE;3;Delivered
O08024;J&T;5;Delivered
O08025;J&T;10;Delivered
O08026;JNE;1;Delivered
O08027;JNE;9;Late
O08028;JNE;9;Delivered
O08029;JNE;6;Delivered
O08030;AnterAja;10;Delivered
O08031;JNE;10;Delivered
O08032;J&T;8;Delivered
O08033;JNE;2;Delivered
O08034;SiCepat;8;Delivered
O08035;J&T;2;Delivered
O08036;J&T;5;Delivered
O08037;JNE;5;Delivered
O08038;J&T;3;Delivered
O08039;J&T;2;Delivered
O08040;J&T;7;Delivered
O08041;SiCepat;2;Cancelled
O08042;AnterAja;10;Returned
O08043;J&T;8;Cancelled
O08044;J&T;5;Returned
O08045;J&T;6;Delivered
O08046;J&T;2;Delivered
O08047;J&T;10;Delivered
O08048;JNE;6;Delivered
O08049;SiCepat;2;Delivered
O08050;SiCepat;7;Delivered
O08051;AnterAja;7;Delivered
O08052;SiCepat;3;Delivered
O08053;SiCepat;4;Delivered
O08054;AnterAja;9;Delivered
O08055;JNE;10;Late
O08056;J&T;7;Delivered
O08057;JNE;10;Delivered
O08058;J&T;4;Late
O08059;JNE;5;Late
O08060;J&T;10;Cancelled
O08061;AnterAja;10;Delivered
O08062;AnterAja;2;Delivered
O08063;SiCepat;7;Delivered
O08064;JNE;5;Delivered
O08065;J&T;9;Cancelled
O08066;JNE;9;Late
O08067;SiCepat;9;Delivered
O08068;SiCepat;9;Returned
O08069;J&T;6;Delivered
O08070;AnterAja;1;Delivered
O08071;AnterAja;5;Delivered
O08072;JNE;3;Delivered
O08073;J&T;4;Delivered
O08074;SiCepat;7;Delivered
O08075;J&T;4;Late
O08076;J&T;5;Delivered
O08077;SiCepat;5;Delivered
O08078;JNE;9;Delivered
O08079;SiCepat;5;Delivered
O08080;SiCepat;2;Delivered
O08081;SiCepat;7;Delivered
O08082;J&T;9;Delivered
O08083;SiCepat;1;Delivered
O08084;JNE;1;Delivered
O08085;SiCepat;10;Delivered
O08086;JNE;5;Late
O08087;JNE;9;Late
O08088;AnterAja;8;Delivered
O08089;SiCepat;1;Delivered
O08090;JNE;5;Delivered
O08091;SiCepat;3;Delivered
O08092;AnterAja;8;Delivered
O08093;JNE;4;Returned
O08094;AnterAja;3;Delivered
O08095;AnterAja;4;Delivered
O08096;SiCepat;9;Delivered
O08097;AnterAja;8;Delivered
O08098;J&T;10;Delivered
O08099;SiCepat;5;Delivered
O08100;AnterAja;10;Delivered
O08101;JNE;4;Delivered
O08102;AnterAja;9;Delivered
O08103;J&T;6;Delivered
O08104;AnterAja;3;Cancelled
O08105;J&T;1;Late
O08106;JNE;1;Delivered
O08107;SiCepat;10;Delivered
O08108;J&T;7;Delivered
O08109;SiCepat;6;Delivered
O08110;J&T;10;Delivered
O08111;AnterAja;9;Delivered
O08112;JNE;1;Delivered
O08113;J&T;1;Delivered
O08114;J&T;3;Delivered
O08115;J&T;1;Delivered
O08116;AnterAja;10;Delivered
O08117;AnterAja;7;Delivered
O08118;SiCepat;5;Delivered
O08119;AnterAja;6;Delivered
O08120;SiCepat;5;Delivered
O08121;SiCepat;3;Delivered
O08122;SiCepat;6;Delivered
O08123;JNE;6;Delivered
O08124;J&T;5;Delivered
O08125;AnterAja;5;Delivered
O08126;JNE;8;Delivered
O08127;J&T;9;Delivered
O08128;SiCepat;8;Delivered
O08129;JNE;7;Delivered
O08130;JNE;9;Delivered
O08131;J&T;2;Delivered
O08132;SiCepat;10;Delivered
O08133;SiCepat;6;Cancelled
O08134;J&T;9;Delivered
O08135;SiCepat;2;Delivered
O08136;JNE;2;Returned
O08137;JNE;7;Late
O08138;JNE;1;Delivered
O08139;JNE;10;Delivered
O08140;SiCepat;4;Delivered
O08141;J&T;1;Delivered
O08142;JNE;2;Delivered
O08143;AnterAja;8;Delivered
O08144;J&T;8;Delivered
O08145;J&T;7;Late
O08146;J&T;6;Delivered
O08147;J&T;4;Delivered
O08148;JNE;5;Delivered
O08149;SiCepat;1;Late
O08150;SiCepat;3;Delivered
O08151;SiCepat;3;Delivered
O08152;J&T;2;Delivered
O08153;J&T;5;Late
O08154;AnterAja;5;Delivered
O08155;J&T;6;Delivered
O08156;AnterAja;8;Delivered
O08157;SiCepat;2;Delivered
O08158;SiCepat;7;Delivered
O08159;JNE;5;Delivered
O08160;JNE;3;Delivered
O08161;JNE;7;Delivered
O08162;SiCepat;2;Delivered
O08163;JNE;8;Late
O08164;JNE;6;Delivered
O08165;SiCepat;2;Delivered
O08166;J&T;8;Delivered
O08167;J&T;3;Late
O08168;AnterAja;10;Delivered
O08169;JNE;6;Delivered
O08170;SiCepat;6;Delivered
O08171;J&T;5;Delivered
O08172;J&T;5;Delivered
O08173;JNE;8;Returned
O08174;SiCepat;3;Delivered
O08175;JNE;9;Late
O08176;JNE;5;Delivered
O08177;JNE;2;Delivered
O08178;JNE;9;Delivered
O08179;JNE;7;Delivered
O08180;J&T;6;Delivered
O08181;AnterAja;10;Delivered
O08182;SiCepat;9;Delivered
O08183;AnterAja;7;Delivered
O08184;AnterAja;5;Delivered
O08185;SiCepat;9;Late
O08186;JNE;10;Delivered
O08187;AnterAja;8;Delivered
O08188;JNE;9;Cancelled
O08189;J&T;2;Late
O08190;J&T;6;Delivered
O08191;AnterAja;4;Delivered
O08192;J&T;2;Delivered
O08193;AnterAja;4;Delivered
O08194;JNE;1;Delivered
O08195;J&T;8;Delivered
O08196;JNE;3;Delivered
O08197;J&T;8;Delivered
O08198;J&T;9;Delivered
O08199;SiCepat;6;Delivered
O08200;AnterAja;8;Late
O08201;J&T;8;Delivered
O08202;J&T;6;Returned
O08203;J&T;9;Delivered
O08204;J&T;4;Delivered
O08205;JNE;9;Delivered
O08206;J&T;7;Delivered
O08207;AnterAja;4;Delivered
O08208;J&T;5;Delivered
O08209;AnterAja;2;Delivered
O08210;JNE;10;Delivered
O08211;JNE;8;Delivered
O08212;SiCepat;1;Delivered
O08213;J&T;4;Delivered
O08214;J&T;8;Delivered
O08215;SiCepat;8;Delivered
O08216;SiCepat;2;Returned
O08217;SiCepat;1;Delivered
O08218;AnterAja;3;Late
O08219;SiCepat;5;Delivered
O08220;SiCepat;5;Delivered
O08221;SiCepat;7;Cancelled
O08222;AnterAja;2;Delivered
O08223;AnterAja;1;Delivered
O08224;AnterAja;6;Late
O08225;JNE;10;Delivered
O08226;AnterAja;6;Delivered
O08227;SiCepat;9;Cancelled
O08228;SiCepat;4;Cancelled
O08229;SiCepat;5;Delivered
O08230;AnterAja;10;Delivered
O08231;SiCepat;7;Delivered
O08232;J&T;3;Delivered
O08233;J&T;1;Delivered
O08234;J&T;7;Late
O08235;SiCepat;3;Delivered
O08236;AnterAja;8;Delivered
O08237;J&T;3;Delivered
O08238;JNE;2;Delivered
O08239;SiCepat;3;Delivered
O08240;J&T;1;Delivered
O08241;J&T;3;Delivered
O08242;JNE;7;Delivered
O08243;J&T;9;Delivered
O08244;SiCepat;4;Late
O08245;J&T;10;Late
O08246;SiCepat;10;Delivered
O08247;J&T;6;Late
O08248;AnterAja;8;Delivered
O08249;J&T;7;Delivered
O08250;JNE;4;Delivered
O08251;J&T;4;Delivered
O08252;SiCepat;10;Delivered
O08253;JNE;8;Late
O08254;SiCepat;1;Returned
O08255;SiCepat;7;Delivered
O08256;SiCepat;4;Delivered
O08257;JNE;10;Delivered
O08258;SiCepat;4;Delivered
O08259;JNE;4;Delivered
O08260;AnterAja;9;Delivered
O08261;JNE;10;Delivered
O08262;AnterAja;2;Late
O08263;AnterAja;5;Delivered
O08264;JNE;1;Delivered
O08265;AnterAja;1;Delivered
O08266;JNE;9;Delivered
O08267;JNE;8;Delivered
O08268;J&T;9;Returned
O08269;AnterAja;10;Delivered
O08270;J&T;10;Delivered
O08271;SiCepat;9;Delivered
O08272;JNE;1;Delivered
O08273;SiCepat;4;Delivered
O08274;AnterAja;5;Delivered
O08275;AnterAja;2;Delivered
O08276;AnterAja;8;Delivered
O08277;J&T;7;Returned
O08278;J&T;8;Delivered
O08279;JNE;2;Delivered
O08280;AnterAja;9;Returned
O08281;AnterAja;8;Delivered
O08282;JNE;6;Delivered
O08283;AnterAja;8;Delivered
O08284;J&T;6;Delivered
O08285;AnterAja;4;Delivered
O08286;SiCepat;3;Cancelled
O08287;SiCepat;2;Cancelled
O08288;J&T;8;Delivered
O08289;AnterAja;6;Delivered
O08290;AnterAja;2;Delivered
O08291;AnterAja;8;Delivered
O08292;JNE;9;Delivered
O08293;SiCepat;2;Delivered
O08294;SiCepat;5;Delivered
O08295;J&T;9;Delivered
O08296;SiCepat;9;Late
O08297;AnterAja;4;Cancelled
O08298;AnterAja;2;Delivered
O08299;JNE;4;Delivered
O08300;SiCepat;6;Delivered
O08301;JNE;1;Delivered
O08302;J&T;8;Delivered
O08303;J&T;9;Late
O08304;J&T;5;Delivered
O08305;AnterAja;10;Delivered
O08306;JNE;8;Delivered
O08307;SiCepat;7;Delivered
O08308;JNE;4;Delivered
O08309;J&T;6;Delivered
O08310;SiCepat;8;Delivered
O08311;JNE;1;Delivered
O08312;J&T;4;Delivered
O08313;AnterAja;2;Delivered
O08314;J&T;1;Late
O08315;JNE;7;Delivered
O08316;J&T;2;Delivered
O08317;J&T;5;Delivered
O08318;AnterAja;6;Delivered
O08319;SiCepat;10;Delivered
O08320;AnterAja;8;Delivered
O08321;AnterAja;3;Delivered
O08322;AnterAja;9;Delivered
O08323;JNE;8;Delivered
O08324;JNE;9;Cancelled
O08325;J&T;10;Delivered
O08326;AnterAja;6;Delivered
O08327;JNE;4;Delivered
O08328;AnterAja;6;Delivered
O08329;J&T;3;Delivered
O08330;JNE;3;Delivered
O08331;AnterAja;5;Delivered
O08332;SiCepat;8;Late
O08333;SiCepat;6;Delivered
O08334;JNE;1;Delivered
O08335;JNE;7;Returned
