Order_ID;Method;Status
O07508;E-Wallet;Paid
O07509;QRIS;Paid
O07510;Transfer;Failed
O07511;E-Wallet;Paid
O07512;Transfer;Paid
O07513;COD;Failed
O07514;QRIS;Failed
O07515;E-Wallet;Paid
O07516;Transfer;Paid
O07517;Transfer;Paid
O07518;E-Wallet;Paid
O07519;QRIS;Paid
O07520;QRIS;Failed
O07521;E-Wallet;Failed
O07522;COD;Paid
O07523;Credit Card;Failed
O07524;QRIS;Paid
O07525;E-Wallet;Paid
O07526;QRIS;Paid
O07527;COD;Paid
O07528;Transfer;Paid
O07529;E-Wallet;Paid
O07530;COD;Paid
O07531;E-Wallet;Failed
O07532;QRIS;Paid
O07533;Transfer;Paid
O07534;QRIS;Failed
O07535;COD;Paid
O07536;Transfer;Paid
O07537;Credit Card;Paid
O07538;E-Wallet;Paid
O07539;Credit Card;Failed
O07540;QRIS;Paid
O07541;COD;Paid
O07542;E-Wallet;Paid
O07543;COD;Paid
O07544;Transfer;Paid
O07545;QRIS;Paid
O07546;COD;Paid
O07547;Credit Card;Paid
O07548;COD;Paid
O07549;E-Wallet;Paid
O07550;COD;Paid
O07551;COD;Failed
O07552;COD;Paid
O07553;COD;Paid
O07554;Credit Card;Paid
O07555;QRIS;Paid
O07556;Credit Card;Paid
O07557;E-Wallet;Paid
O07558;COD;Paid
O07559;E-Wallet;Paid
O07560;QRIS;Paid
O07561;Credit Card;Paid
O07562;Credit Card;Paid
O07563;COD;Paid
O07564;Transfer;Paid
O07565;Transfer;Paid
O07566;E-Wallet;Paid
O07567;Transfer;Paid
O07568;Credit Card;Failed
O07569;Credit Card;Paid
O07570;QRIS;Paid
O07571;Transfer;Paid
O07572;Credit Card;Paid
O07573;E-Wallet;Failed
O07574;Transfer;Failed
O07575;QRIS;Failed
O07576;Credit Card;Paid
O07577;Credit Card;Paid
O07578;COD;Failed
O07579;COD;Paid
O07580;Transfer;Paid
O07581;QRIS;Paid
O07582;E-Wallet;Paid
O07583;Credit Card;Paid
O07584;COD;Failed
O07585;COD;Paid
O07586;Transfer;Paid
O07587;Credit Card;Paid
O07588;Transfer;Paid
O07589;COD;Paid
O07590;E-Wallet;Paid
O07591;COD;Paid
O07592;E-Wallet;Paid
O07593;COD;Paid
O07594;COD;Paid
O07595;QRIS;Failed
O07596;E-Wallet;Paid
O07597;E-Wallet;Paid
O07598;COD;Paid
O07599;QRIS;Paid
O07600;COD;Failed
O07601;Transfer;Failed
O07602;Transfer;Failed
O07603;QRIS;Paid
O07604;Transfer;Paid
O07605;Credit Card;Paid
O07606;Transfer;Paid
O07607;E-Wallet;Failed
O07608;COD;Failed
O07609;Transfer;Paid
O07610;QRIS;Paid
O07611;QRIS;Paid
O07612;QRIS;Paid
O07613;E-Wallet;Paid
O07614;Transfer;Paid
O07615;Transfer;Paid
O07616;QRIS;Paid
O07617;E-Wallet;Paid
O07618;COD;Paid
O07619;Credit Card;Failed
O07620;Transfer;Paid
O07621;E-Wallet;Paid
O07622;E-Wallet;Paid
O07623;COD;Paid
O07624;Transfer;Paid
O07625;QRIS;Paid
O07626;E-Wallet;Failed
O07627;Transfer;Paid
O07628;COD;Failed
O07629;COD;Paid
O07630;Transfer;Paid
O07631;COD;Paid
O07632;E-Wallet;Failed
O07633;E-Wallet;Paid
O07634;COD;Failed
O07635;COD;Failed
O07636;E-Wallet;Paid
O07637;COD;Paid
O07638;QRIS;Paid
O07639;E-Wallet;Paid
O07640;Transfer;Paid
O07641;E-Wallet;Failed
O07642;E-Wallet;Paid
O07643;Credit Card;Paid
O07644;QRIS;Paid
O07645;E-Wallet;Paid
O07646;E-Wallet;Paid
O07647;COD;Paid
O07648;QRIS;Paid
O07649;Transfer;Paid
O07650;Transfer;Paid
O07651;Credit Card;Paid
O07652;COD;Paid
O07653;Credit Card;Failed
O07654;QRIS;Paid
O07655;QRIS;Paid
O07656;E-Wallet;Paid
O07657;Transfer;Paid
O07658;COD;Paid
O07659;COD;Paid
O07660;Transfer;Failed
O07661;E-Wallet;Paid
O07662;Credit Card;Paid
O07663;Credit Card;Paid
O07664;Credit Card;Paid
O07665;COD;Paid
O07666;E-Wallet;Paid
O07667;COD;Failed
O07668;COD;Paid
O07669;E-Wallet;Failed
O07670;Transfer;Paid
O07671;Credit Card;Failed
O07672;QRIS;Failed
O07673;E-Wallet;Paid
O07674;QRIS;Paid
O07675;QRIS;Paid
O07676;Credit Card;Paid
O07677;COD;Paid
O07678;Transfer;Paid
O07679;COD;Failed
O07680;Transfer;Paid
O07681;Transfer;Paid
O07682;E-Wallet;Paid
O07683;Transfer;Paid
O07684;Credit Card;Paid
O07685;QRIS;Failed
O07686;QRIS;Paid
O07687;QRIS;Failed
O07688;COD;Paid
O07689;Transfer;Paid
O07690;E-Wallet;Paid
O07691;QRIS;Paid
O07692;Credit Card;Paid
O07693;COD;Failed
O07694;COD;Paid
O07695;Credit Card;Paid
O07696;QRIS;Paid
O07697;Transfer;Paid
O07698;QRIS;Paid
O07699;Credit Card;Failed
O07700;Credit Card;Failed
O07701;Credit Card;Failed
O07702;Transfer;Paid
O07703;QRIS;Failed
O07704;COD;Paid
O07705;E-Wallet;Paid
O07706;COD;Paid
O07707;Credit Card;Failed
O07708;QRIS;Paid
O07709;Transfer;Paid
O07710;E-Wallet;Paid
O07711;QRIS;Paid
O07712;Transfer;Paid
O07713;COD;Paid
O07714;Transfer;Paid
O07715;Transfer;Paid
O07716;Transfer;Failed
O07717;COD;Paid
O07718;Transfer;Failed
O07719;Credit Card;Paid
O07720;COD;Failed
O07721;QRIS;Paid
O07722;E-Wallet;Paid
O07723;E-Wallet;Paid
O07724;QRIS;Paid
O07725;Transfer;Paid
O07726;QRIS;Paid
O07727;Transfer;Paid
O07728;QRIS;Paid
O07729;Transfer;Paid
O07730;Credit Card;Failed
O07731;COD;Paid
O07732;QRIS;Paid
O07733;Transfer;Failed
O07734;QRIS;Failed
O07735;QRIS;Paid
O07736;Transfer;Paid
O07737;Transfer;Paid
O07738;E-Wallet;Failed
O07739;Credit Card;Paid
O07740;COD;Paid
O07741;COD;Failed
O07742;Transfer;Paid
O07743;E-Wallet;Failed
O07744;Transfer;Paid
O07745;Credit Card;Failed
O07746;Credit Card;Paid
O07747;QRIS;Failed
O07748;Transfer;Paid
O07749;Credit Card;Failed
O07750;QRIS;Paid
O07751;QRIS;Failed
O07752;Credit Card;Paid
O07753;E-Wallet;Paid
O07754;QRIS;Paid
O07755;Transfer;Paid
O07756;Credit Card;Paid
O07757;Transfer;Paid
O07758;Credit Card;Paid
O07759;E-Wallet;Failed
O07760;E-Wallet;Failed
O07761;COD;Paid
O07762;COD;Paid
O07763;COD;Paid
O07764;QRIS;Failed
O07765;Credit Card;Paid
O07766;Transfer;Paid
O07767;COD;Failed
O07768;QRIS;Paid
O07769;Credit Card;Paid
O07770;Credit Card;Paid
O07771;Transfer;Paid
O07772;E-Wallet;Paid
O07773;E-Wallet;Paid
O07774;COD;Paid
O07775;Transfer;Paid
O07776;QRIS;Paid
O07777;COD;Paid
O07778;Credit Card;Paid
O07779;E-Wallet;Failed
O07780;E-Wallet;Paid
O07781;QRIS;Paid
O07782;COD;Failed
O07783;E-Wallet;Paid
O07784;E-Wallet;Paid
O07785;COD;Paid
O07786;QRIS;Paid
O07787;E-Wallet;Failed
O07788;E-Wallet;Paid
O07789;Credit Card;Paid
O07790;Transfer;Failed
O07791;COD;Failed
O07792;E-Wallet;Paid
O07793;E-Wallet;Paid
O07794;Transfer;Paid
O07795;Transfer;Failed
O07796;E-Wallet;Failed
O07797;E-Wallet;Paid
O07798;Credit Card;Failed
O07799;Transfer;Paid
O07800;COD;Paid
O07801;Transfer;Paid
O07802;COD;Paid
O07803;COD;Paid
O07804;Credit Card;Paid
O07805;Transfer;Failed
O07806;QRIS;Paid
O07807;E-Wallet;Paid
O07808;E-Wallet;Paid
O07809;COD;Paid
O07810;QRIS;Paid
O07811;Credit Card;Paid
O07812;Transfer;Paid
O07813;Credit Card;Paid
O07814;Credit Card;Paid
O07815;COD;Failed
O07816;Transfer;Failed
O07817;Transfer;Failed
O07818;Credit Card;Failed
O07819;COD;Failed
O07820;Credit Card;Paid
O07821;Transfer;Paid
O07822;QRIS;Paid
O07823;QRIS;Paid
O07824;E-Wallet;Paid
O07825;Credit Card;Paid
O07826;Transfer;Failed
O07827;COD;Paid
O07828;COD;Paid
O07829;COD;Paid
O07830;Transfer;Paid
O07831;COD;Paid
O07832;QRIS;Paid
O07833;E-Wallet;Paid
O07834;E-Wallet;Paid
O07835;Credit Card;Failed
O07836;E-Wallet;Paid
O07837;E-Wallet;Paid
O07838;Credit Card;Paid
O07839;E-Wallet;Paid
O07840;COD;Paid
O07841;Credit Card;Failed
O07842;COD;Paid
O07843;QRIS;Failed
O07844;Credit Card;Paid
O07845;QRIS;Paid
O07846;E-Wallet;Failed
O07847;E-Wallet;Paid
O07848;Credit Card;Failed
O07849;QRIS;Paid
O07850;COD;Failed
O07851;COD;Paid
O07852;E-Wallet;Failed
O07853;Transfer;Paid
O07854;COD;Paid
O07855;QRIS;Failed
O07856;Transfer;Paid
O07857;QRIS;Paid
O07858;Credit Card;Paid
O07859;QRIS;Paid
O07860;Transfer;Paid
O07861;E-Wallet;Paid
O07862;COD;Failed
O07863;E-Wallet;Paid
O07864;QRIS;Paid
O07865;Credit Card;Paid
O07866;Transfer;Failed
O07867;COD;Paid
O07868;Transfer;Paid
O07869;E-Wallet;Paid
O07870;Transfer;Paid
O07871;COD;Paid
O07872;E-Wallet;Paid
O07873;QRIS;Failed
O07874;Transfer;Paid
O07875;Transfer;Paid
O07876;QRIS;Paid
O07877;Transfer;Failed
O07878;Transfer;Paid
O07879;Transfer;Paid
O07880;E-Wallet;Paid
O07881;Transfer;Paid
O07882;QRIS;Paid
O07883;QRIS;Paid
O07884;Credit Card;Failed
O07885;Transfer;Paid
O07886;E-Wallet;Paid
O07887;Transfer;Paid
O07888;QRIS;Failed
O07889;Credit Card;Paid
O07890;QRIS;Paid
O07891;Transfer;Paid
O07892;COD;Paid
O07893;COD;Paid
O07894;Credit Card;Failed
O07895;QRIS;Paid
O07896;Credit Card;Paid
O07897;QRIS;Failed
O07898;Credit Card;Paid
O07899;Transfer;Paid
O07900;QRIS;Paid
O07901;Credit Card;Paid
O07902;COD;Paid
O07903;Transfer;Paid
O07904;QRIS;Failed
O07905;Credit Card;Paid
O07906;COD;Failed
O07907;Transfer;Failed
O07908;Credit Card;Paid
O07909;Credit Card;Paid
O07910;QRIS;Failed
O07911;COD;Paid
O07912;Transfer;Paid
O07913;Transfer;Paid
O07914;E-Wallet;Paid
O07915;E-Wallet;Paid
O07916;COD;Paid
O07917;QRIS;Paid
O07918;QRIS;Paid
O07919;Transfer;Paid
O07920;QRIS;Paid
O07921;E-Wallet;Paid
O07922;Credit Card;Paid
O07923;QRIS;Paid
O07924;COD;Paid
O07925;Transfer;Paid
O07926;E-Wallet;Failed
O07927;COD;Paid
O07928;QRIS;Paid
O07929;QRIS;Paid
O07930;E-Wallet;Paid
O07931;E-Wallet;Failed
O07932;E-Wallet;Paid
O07933;Transfer;Paid
O07934;Transfer;Failed
O07935;E-Wallet;Failed
O07936;E-Wallet;Paid
O07937;QRIS;Failed
O07938;QRIS;Paid
O07939;COD;Paid
O07940;COD;Paid
O07941;E-Wallet;Paid
O07942;Credit Card;Paid
O07943;COD;Paid
O07944;Credit Card;Failed
O07945;COD;Paid
O07946;Credit Card;Paid
O07947;Credit Card;Paid
O07948;QRIS;Paid
O07949;QRIS;Paid
O07950;Credit Card;Failed
O07951;Transfer;Paid
O07952;Transfer;Paid
O07953;E-Wallet;Paid
O07954;Credit Card;Paid
O07955;E-Wallet;Paid
O07956;E-Wallet;Failed
O07957;E-Wallet;Paid
O07958;Transfer;Paid
O07959;QRIS;Paid
O07960;E-Wallet;Paid
O07961;COD;Paid
O07962;E-Wallet;Failed
O07963;E-Wallet;Paid
O07964;COD;Failed
O07965;E-Wallet;Paid
O07966;Transfer;Paid
O07967;Transfer;Paid
O07968;COD;Failed
O07969;COD;Paid
O07970;QRIS;Paid
O07971;Credit Card;Paid
O07972;COD;Failed
O07973;COD;Paid
O07974;Transfer;Failed
O07975;COD;Paid
O07976;Credit Card;Paid
O07977;Credit Card;Paid
O07978;Credit Card;Paid
O07979;COD;Paid
O07980;QRIS;Paid
O07981;Credit Card;Paid
O07982;Credit Card;Paid
O07983;Credit Card;Paid
O07984;COD;Paid
O07985;Transfer;Paid
O07986;QRIS;Paid
O07987;QRIS;Paid
O07988;Credit Card;Paid
O07989;E-Wallet;Failed
O07990;E-Wallet;Paid
O07991;Transfer;Paid
O07992;COD;Paid
O07993;E-Wallet;Failed
O07994;COD;Paid
O07995;COD;Paid
O07996;QRIS;Paid
O07997;Credit Card;Paid
O07998;E-Wallet;Paid
O07999;Credit Card;Paid
O08000;Transfer;Paid
O08001;Transfer;Failed
O08002;E-Wallet;Failed
O08003;Transfer;Paid
O08004;Credit Card;Paid
O08005;Credit Card;Failed
O08006;Credit Card;Paid
O08007;E-Wallet;Paid
O08008;QRIS;Paid
O08009;E-Wallet;Paid
O08010;COD;Paid
O08011;COD;Paid
O08012;COD;Paid
O08013;Transfer;Paid
O08014;E-Wallet;Paid
O08015;Transfer;Failed
O08016;COD;Paid
O08017;QRIS;Paid
O08018;QRIS;Paid
O08019;E-Wallet;Paid
O08020;QRIS;Paid
O08021;Transfer;Failed
O08022;Credit Card;Paid
O08023;QRIS;Paid
O08024;Transfer;Failed
O08025;Transfer;Paid
O08026;QRIS;Paid
O08027;E-Wallet;Failed
O08028;COD;Failed
O08029;E-Wallet;Paid
O08030;Transfer;Paid
O08031;Transfer;Paid
O08032;E-Wallet;Paid
O08033;COD;Failed
O08034;COD;Failed
O08035;Transfer;Paid
O08036;COD;Paid
O08037;QRIS;Paid
O08038;E-Wallet;Failed
O08039;E-Wallet;Paid
O08040;COD;Paid
O08041;COD;Paid
O08042;QRIS;Paid
O08043;Transfer;Paid
O08044;E-Wallet;Paid
O08045;E-Wallet;Paid
O08046;Transfer;Paid
O08047;E-Wallet;Paid
O08048;QRIS;Paid
O08049;E-Wallet;Failed
O08050;Transfer;Paid
O08051;COD;Failed
O08052;Transfer;Paid
O08053;COD;Failed
O08054;QRIS;Paid
O08055;Transfer;Failed
O08056;Credit Card;Paid
O08057;Credit Card;Paid
O08058;E-Wallet;Paid
O08059;COD;Paid
O08060;Transfer;Paid
O08061;Credit Card;Paid
O08062;Credit Card;Paid
O08063;Credit Card;Paid
O08064;Transfer;Failed
O08065;Credit Card;Paid
O08066;E-Wallet;Paid
O08067;E-Wallet;Failed
O08068;QRIS;Failed
O08069;COD;Failed
O08070;E-Wallet;Failed
O08071;COD;Failed
O08072;Transfer;Paid
O08073;Transfer;Failed
O08074;E-Wallet;Paid
O08075;QRIS;Failed
O08076;Credit Card;Paid
O08077;COD;Failed
O08078;E-Wallet;Paid
O08079;Credit Card;Paid
O08080;E-Wallet;Failed
O08081;Credit Card;Paid
O08082;Transfer;Paid
O08083;Credit Card;Paid
O08084;Credit Card;Paid
O08085;Transfer;Paid
O08086;QRIS;Paid
O08087;QRIS;Paid
O08088;Transfer;Paid
O08089;QRIS;Failed
O08090;QRIS;Failed
O08091;QRIS;Paid
O08092;E-Wallet;Paid
O08093;COD;Paid
O08094;Transfer;Paid
O08095;QRIS;Paid
O08096;Transfer;Paid
O08097;Transfer;Paid
O08098;Credit Card;Paid
O08099;QRIS;Paid
O08100;Transfer;Paid
O08101;Credit Card;Paid
O08102;Credit Card;Paid
O08103;COD;Paid
O08104;Credit Card;Paid
O08105;Transfer;Paid
O08106;Credit Card;Failed
O08107;COD;Paid
O08108;E-Wallet;Paid
O08109;QRIS;Paid
O08110;QRIS;Paid
O08111;COD;Paid
O08112;Credit Card;Paid
O08113;Credit Card;Paid
O08114;COD;Paid
O08115;E-Wallet;Failed
O08116;E-Wallet;Failed
O08117;E-Wallet;Failed
O08118;Transfer;Paid
O08119;Credit Card;Failed
O08120;COD;Paid
O08121;E-Wallet;Paid
O08122;COD;Paid
O08123;QRIS;Paid
O08124;Credit Card;Paid
O08125;Credit Card;Paid
O08126;Transfer;Paid
O08127;QRIS;Paid
O08128;COD;Paid
O08129;Credit Card;Paid
O08130;Transfer;Paid
O08131;QRIS;Failed
O08132;Transfer;Paid
O08133;QRIS;Paid
O08134;QRIS;Paid
O08135;QRIS;Paid
O08136;COD;Paid
O08137;Transfer;Paid
O08138;Transfer;Paid
O08139;Credit Card;Paid
O08140;E-Wallet;Paid
O08141;COD;Paid
O08142;E-Wallet;Failed
O08143;COD;Paid
O08144;Transfer;Paid
O08145;Transfer;Failed
O08146;E-Wallet;Paid
O08147;COD;Paid
O08148;QRIS;Paid
O08149;QRIS;Failed
O08150;Credit Card;Paid
O08151;Transfer;Paid
O08152;COD;Paid
O08153;E-Wallet;Failed
O08154;E-Wallet;Paid
O08155;Credit Card;Failed
O08156;E-Wallet;Paid
O08157;QRIS;Paid
O08158;QRIS;Paid
O08159;E-Wallet;Paid
O08160;Transfer;Failed
O08161;QRIS;Paid
O08162;Transfer;Paid
O08163;Transfer;Paid
O08164;QRIS;Paid
O08165;E-Wallet;Paid
O08166;QRIS;Paid
O08167;Transfer;Paid
O08168;QRIS;Paid
O08169;Transfer;Failed
O08170;QRIS;Paid
O08171;QRIS;Failed
O08172;Transfer;Paid
O08173;E-Wallet;Paid
O08174;COD;Paid
O08175;E-Wallet;Failed
O08176;Credit Card;Paid
O08177;QRIS;Paid
O08178;QRIS;Failed
O08179;COD;Paid
O08180;Transfer;Paid
O08181;Credit Card;Paid
O08182;QRIS;Paid
O08183;COD;Paid
O08184;COD;Failed
O08185;E-Wallet;Paid
O08186;Credit Card;Paid
O08187;E-Wallet;Paid
O08188;Transfer;Paid
O08189;Credit Card;Failed
O08190;COD;Paid
O08191;QRIS;Paid
O08192;COD;Failed
O08193;E-Wallet;Paid
O08194;Transfer;Failed
O08195;COD;Failed
O08196;COD;Paid
O08197;E-Wallet;Failed
O08198;Transfer;Paid
O08199;Transfer;Failed
O08200;E-Wallet;Paid
O08201;E-Wallet;Paid
O08202;E-Wallet;Paid
O08203;QRIS;Paid
O08204;Credit Card;Failed
O08205;Credit Card;Paid
O08206;E-Wallet;Paid
O08207;COD;Paid
O08208;E-Wallet;Paid
O08209;E-Wallet;Paid
O08210;QRIS;Paid
O08211;COD;Paid
O08212;Credit Card;Failed
O08213;Transfer;Failed
O08214;COD;Paid
O08215;Transfer;Failed
O08216;COD;Failed
O08217;E-Wallet;Paid
O08218;QRIS;Failed
O08219;QRIS;Paid
O08220;QRIS;Paid
O08221;Transfer;Paid
O08222;QRIS;Failed
O08223;QRIS;Paid
O08224;E-Wallet;Paid
O08225;Transfer;Paid
O08226;E-Wallet;Paid
O08227;COD;Paid
O08228;Credit Card;Paid
O08229;Transfer;Paid
O08230;E-Wallet;Paid
O08231;Credit Card;Paid
O08232;Transfer;Paid
O08233;E-Wallet;Failed
O08234;E-Wallet;Paid
O08235;E-Wallet;Failed
O08236;Transfer;Paid
O08237;QRIS;Paid
O08238;QRIS;Paid
O08239;Transfer;Paid
O08240;Transfer;Paid
O08241;Transfer;Paid
O08242;Transfer;Paid
O08243;Transfer;Paid
O08244;COD;Paid
O08245;E-Wallet;Failed
O08246;QRIS;Paid
O08247;E-Wallet;Paid
O08248;Credit Card;Paid
O08249;Transfer;Paid
O08250;COD;Paid
O08251;QRIS;Paid
O08252;QRIS;Paid
O08253;Transfer;Paid
O08254;COD;Failed
O08255;QRIS;Paid
O08256;Transfer;Paid
O08257;Transfer;Failed
O08258;Credit Card;Failed
O08259;Transfer;Failed
O08260;E-Wallet;Paid
O08261;COD;Paid
O08262;QRIS;Failed
O08263;Credit Card;Paid
O08264;Transfer;Paid
O08265;QRIS;Paid
O08266;Credit Card;Paid
O08267;Credit Card;Paid
O08268;E-Wallet;Paid
O08269;COD;Failed
O08270;Credit Card;Paid
O08271;COD;Paid
O08272;Transfer;Paid
O08273;E-Wallet;Paid
O08274;QRIS;Failed
O08275;QRIS;Paid
O08276;Credit Card;Paid
O08277;E-Wallet;Paid
O08278;QRIS;Paid
O08279;Credit Card;Paid
O08280;Transfer;Paid
O08281;QRIS;Paid
O08282;E-Wallet;Paid
O08283;Credit Card;Paid
O08284;Credit Card;Failed
O08285;COD;Paid
O08286;QRIS;Paid
O08287;Credit Card;Failed
O08288;Credit Card;Paid
O08289;Transfer;Paid
O08290;Transfer;Paid
O08291;COD;Paid
O08292;E-Wallet;Paid
O08293;E-Wallet;Paid
O08294;Transfer;Failed
O08295;Transfer;Paid
O08296;COD;Paid
O08297;Credit Card;Paid
O08298;COD;Paid
O08299;E-Wallet;Paid
O08300;Credit Card;Failed
O08301;Credit Card;Paid
O08302;QRIS;Paid
O08303;E-Wallet;Failed
O08304;Credit Card;Failed
O08305;COD;Paid
O08306;Credit Card;Failed
O08307;COD;Paid
O08308;Transfer;Paid
O08309;Transfer;Paid
O08310;Credit Card;Paid
O08311;Transfer;Paid
O08312;Transfer;Paid
O08313;Credit Card;Paid
O08314;E-Wallet;Paid
O08315;E-Wallet;Paid
O08316;QRIS;Paid
O08317;COD;Paid
O08318;QRIS;Paid
O08319;Transfer;Paid
O08320;Credit Card;Paid
O08321;Credit Card;Paid
O08322;Transfer;Failed
O08323;E-Wallet;Paid
O08324;QRIS;Paid
O08325;E-Wallet;Paid
O08326;E-Wallet;Paid
O08327;COD;Failed
O08328;E-Wallet;Paid
O08329;COD;Paid
O08330;COD;Paid
O08331;QRIS;Paid
O08332;E-Wallet;Paid
O08333;Credit Card;Failed
O08334;QRIS;Paid
O08335;COD;Paid
O08336;Credit Card;Paid
O08337;E-Wallet;Paid
O08338;Credit Card;Paid
O08339;COD;Paid
O08340;QRIS;Paid
O08341;Transfer;Paid
O08342;COD;Paid
O08343;Transfer;Paid
O08344;E-Wallet;Paid
O08345;E-Wallet;Paid
O08346;COD;Paid
O08347;QRIS;Paid
O08348;QRIS;Paid
O08349;QRIS;Paid
O08350;Credit Card;Paid
O08351;Transfer;Paid
O08352;COD;Paid
O08353;Credit Card;Failed
O08354;COD;Failed
O08355;Credit Card;Paid
O08356;Transfer;Paid
O08357;E-Wallet;Paid
O08358;Transfer;Paid
O08359;Transfer;Paid
O08360;E-Wallet;Paid
O08361;E-Wallet;Paid
O08362;COD;Paid
O08363;E-Wallet;Paid
O08364;Credit Card;Failed
O08365;Transfer;Paid
O08366;E-Wallet;Paid
O08367;COD;Paid
O08368;COD;Failed
O08369;Credit Card;Paid
O08370;COD;Failed
O08371;E-Wallet;Paid
O08372;E-Wallet;Paid
O08373;COD;Failed
O08374;QRIS;Paid
O08375;E-Wallet;Paid
O08376;Transfer;Paid
O08377;Transfer;Failed
O08378;COD;Paid
O08379;QRIS;Paid
O08380;E-Wallet;Failed
O08381;COD;Paid
O08382;Credit Card;Failed
O08383;QRIS;Paid
O08384;COD;Paid
O08385;Transfer;Failed
O08386;COD;Paid
O08387;Transfer;Paid
O08388;COD;Paid
O08389;Credit Card;Paid
O08390;COD;Paid
O08391;Credit Card;Paid
O08392;COD;Paid
O08393;E-Wallet;Failed
O08394;COD;Failed
O08395;Credit Card;Paid
O08396;QRIS;Paid
O08397;QRIS;Paid
O08398;COD;Paid
O08399;E-Wallet;Failed
O08400;E-Wallet;Failed
O08401;QRIS;Paid
O08402;Credit Card;Paid
O08403;Transfer;Paid
O08404;Transfer;Paid
O08405;QRIS;Paid
O08406;Transfer;Paid
O08407;QRIS;Paid
O08408;Credit Card;Paid
O08409;Credit Card;Failed
O08410;COD;Paid
O08411;Credit Card;Paid
O08412;E-Wallet;Paid
O08413;Credit Card;Paid
O08414;COD;Paid
O08415;Credit Card;Failed
O08416;QRIS;Failed
O08417;Transfer;Paid
O08418;QRIS;Paid
O08419;COD;Paid
O08420;Transfer;Paid
O08421;QRIS;Failed
O08422;QRIS;Paid
O08423;COD;Paid
O08424;QRIS;Paid
O08425;QRIS;Paid
O08426;Credit Card;Paid
O08427;E-Wallet;Paid
O08428;COD;Paid
O08429;Transfer;Failed
O08430;Transfer;Failed
O08431;COD;Failed
O08432;Transfer;Paid
O08433;Transfer;Paid
O08434;Transfer;Paid
O08435;E-Wallet;Paid
O08436;QRIS;Paid
O08437;Credit Card;Paid
O08438;Transfer;Failed
O08439;Transfer;Paid
O08440;QRIS;Failed
O08441;Transfer;Paid
O08442;QRIS;Paid
O08443;Transfer;Paid
O08444;QRIS;Failed
O08445;E-Wallet;Paid
O08446;QRIS;Paid
O08447;QRIS;Paid
O08448;Transfer;Failed
O08449;Credit Card;Paid
O08450;E-Wallet;Failed
O08451;Transfer;Paid
O08452;QRIS;Paid
O08453;Transfer;Paid
O08454;Credit Card;Failed
O08455;QRIS;Paid
O08456;Transfer;Failed
O08457;E-Wallet;Paid
O08458;E-Wallet;Paid
O08459;QRIS;Failed
O08460;Credit Card;Paid
O08461;Credit Card;Failed
O08462;Credit Card;Failed
O08463;E-Wallet;Paid
O08464;Credit Card;Paid
O08465;E-Wallet;Failed
O08466;Credit Card;Paid
O08467;COD;Paid
O08468;COD;Paid
O08469;Credit Card;Failed
O08470;QRIS;Failed
O08471;E-Wallet;Paid
O08472;Credit Card;Failed
O08473;Credit Card;Paid
O08474;Transfer;Failed
O08475;Transfer;Paid
O08476;Credit Card;Failed
O08477;Transfer;Paid
O08478;QRIS;Failed
O08479;QRIS;Paid
O08480;Transfer;Failed
O08481;Credit Card;Paid
O08482;Transfer;Paid
O08483;Credit Card;Paid
O08484;E-Wallet;Paid
O08485;Credit Card;Paid
O08486;E-Wallet;Paid
O08487;QRIS;Paid
O08488;COD;Paid
O08489;Transfer;Paid
O08490;E-Wallet;Paid
O08491;Credit Card;Paid
O08492;Credit Card;Paid
O08493;COD;Paid
O08494;Credit Card;Failed
O08495;E-Wallet;Failed
O08496;QRIS;Paid
O08497;QRIS;Paid
O08498;E-Wallet;Paid
O08499;Credit Card;Paid
O08500;QRIS;Paid
O08501;COD;Paid
O08502;QRIS;Paid
O08503;COD;Failed
O08504;E-Wallet;Paid
O08505;Credit Card;Paid
O08506;QRIS;Failed
O08507;COD;Paid
O08508;E-Wallet;Paid
O08509;E-Wallet;Paid
O08510;QRIS;Paid
O08511;QRIS;Paid
O08512;Transfer;Paid
O08513;Transfer;Paid
O08514;Transfer;Paid
O08515;Transfer;Paid
O08516;E-Wallet;Failed
O08517;QRIS;Paid
O08518;COD;Failed
O08519;QRIS;Failed
O08520;QRIS;Paid
O08521;COD;Paid
O08522;COD;Paid
O08523;E-Wallet;Paid
O08524;Credit Card;Paid
O08525;Credit Card;Paid
O08526;QRIS;Failed
O08527;Credit Card;Paid
O08528;E-Wallet;Paid
O08529;E-Wallet;Paid
O08530;Credit Card;Failed
O08531;QRIS;Paid
O08532;COD;Paid
O08533;QRIS;Paid
O08534;COD;Paid
O08535;Transfer;Paid
O08536;QRIS;Paid
O08537;Transfer;Paid
O08538;Transfer;Paid
O08539;QRIS;Paid
O08540;QRIS;Paid
O08541;QRIS;Paid
O08542;QRIS;Paid
O08543;E-Wallet;Failed
O08544;COD;Paid
O08545;Credit Card;Failed
O08546;Transfer;Paid
O08547;Transfer;Paid
O08548;Credit Card;Failed
O08549;E-Wallet;Failed
O08550;Credit Card;Paid
O08551;Credit Card;Paid
O08552;QRIS;Paid
O08553;Transfer;Paid
O08554;E-Wallet;Failed
O08555;Credit Card;Paid
O08556;Transfer;Failed
O08557;Transfer;Paid
O08558;COD;Paid
O08559;Transfer;Paid
O08560;QRIS;Paid
O08561;Transfer;Paid
O08562;Transfer;Paid
O08563;QRIS;Paid
O08564;Credit Card;Paid
O08565;COD;Paid
O08566;QRIS;Failed
